,High,Phat_High_upper,Phat_High_lower,Low,Phat_Low_upper,Phat_Low_lower,Close,Order_Placed,Order_Price_Short,Order_Price_Long,Order_Success_Short,Order_Success_Long,Trade_Price_Short,Trade_Price_Long,Transaction,Cash,Position,Balance
2017-07-17,63.167392412625205,64.66890817917874,61.42028865666307,62.5817370229927,64.03198613599919,61.51618380817925,63.041893005371094,False,61.407893906544786,63.86025581171066,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.89918712487167
2017-07-18,63.041893005371094,64.76684346839325,61.630711211935385,62.62356590330073,63.78802442161905,61.36281644876419,63.041893005371094,False,61.42028865666307,64.03198613599919,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.89918712487167
2017-07-19,62.83271755365021,64.61382051487806,61.65818273633745,62.498054658746966,63.81637220536941,61.47315034362712,62.707218170166016,False,61.630711211935385,63.78802442161905,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.22983745446152
2017-07-20,63.041893005371094,64.21192110981688,61.38627844683498,62.53990175951966,63.631787161559835,61.365920125025326,63.041893005371094,False,61.65818273633745,63.81637220536941,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.89918712487167
2017-07-21,63.12554170397952,64.48290007172191,61.65410510514816,62.62355058095221,63.573745643199835,61.54032614605228,62.83271408081055,False,61.38627844683498,63.631787161559835,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.48082927575058
2017-07-24,63.00004506425156,64.45823862746984,61.84409379710364,62.623546956399615,63.707742812431064,61.57104508737627,62.749046325683594,False,61.65410510514816,63.573745643199835,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.31349376549667
2017-07-25,64.17135620117188,64.26510635712346,61.76076689256835,62.74904702193983,63.66958535417276,61.59254440340169,64.17135620117188,False,61.84409379710364,63.707742812431064,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.158113516473236
2017-07-26,64.92435081288443,65.66507281243318,62.81040788222649,64.00403266556782,63.743171137249846,61.79279088671555,64.04586791992188,False,61.76076689256835,63.66958535417276,0,0,0.0,0.0,0.0,-90.18459888587051,2,37.907136953973236
2017-07-27,64.54785520438674,66.4856818226299,63.589142876219235,64.04586409791307,65.39134599191893,62.8342189522955,64.33869171142578,False,62.81040788222649,63.743171137249846,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.49278453698105
2017-07-28,64.21319127606394,65.96360554060426,63.15556500323543,63.96219253540039,65.25422603992963,62.78984121718862,63.96219253540039,False,63.589142876219235,65.39134599191893,0,0,0.0,0.0,0.0,-90.18459888587051,2,37.73978618493027
2017-07-31,66.01199614407756,65.55490118872754,62.853950219377026,64.08768955792111,65.15386067263499,62.78077308200718,65.635498046875,False,63.15556500323543,65.25422603992963,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.086397207879486
2017-08-01,66.22117548836934,67.82935499066691,64.31910446429599,65.5518496329003,65.26529682514094,62.95960383348347,65.97017669677734,False,62.853950219377026,65.15386067263499,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.75575450768417
2017-08-02,66.55581573857036,68.09157816802109,64.73262263694731,66.13748881722965,67.14300226673156,64.21913376087963,66.38848114013672,False,64.31910446429599,65.26529682514094,0,0,0.0,0.0,0.0,-90.18459888587051,2,42.59236339440292
2017-08-03,66.41492588188612,68.2006225861288,64.98959350541665,65.73895084736243,67.5942267519161,64.71192711693315,66.11918640136719,False,64.73262263694731,67.14300226673156,0,0,0.0,0.0,0.0,-90.18459888587051,2,42.05377391686386
2017-08-04,66.3304214477539,68.01126846346874,64.95080390183988,65.73894256126924,67.10122784846351,64.3115722991021,66.3304214477539,False,64.98959350541665,67.5942267519161,0,0,0.0,0.0,0.0,-90.18459888587051,2,42.4762440096373
2017-08-07,66.58392394340409,67.70804576514276,64.76061466610012,66.03468980017962,67.0919452153805,64.44314034567572,66.20368194580078,False,64.95080390183988,67.10122784846351,0,0,0.0,0.0,0.0,-90.18459888587051,2,42.22276500573105
2017-08-08,66.20368194580078,68.14314673760676,65.30146078585301,65.56995172976573,67.38073589355697,64.76542743692445,66.20368194580078,False,64.76061466610012,67.0919452153805,0,0,0.0,0.0,0.0,-90.18459888587051,2,42.22276500573105
2017-08-09,65.86570139239295,67.60105662252785,64.83216199367536,65.56996186850868,66.82537881663848,64.25359302011647,65.61221313476562,False,65.30146078585301,67.38073589355697,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.039827383660736
2017-08-10,65.90795599245557,67.22626232149817,64.48768840446219,63.7955215055179,66.83998974313833,64.35813131274452,64.64049530029297,False,64.83216199367536,66.82537881663848,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.09639171471542
2017-08-11,63.62651171882242,67.1987996125815,64.63617598685174,62.95053029140103,65.27835465097787,62.08552622826733,63.161773681640625,False,64.48768840446219,66.83998974313833,0,0,0.0,0.0,0.0,-90.18459888587051,2,36.138948477410736
2017-08-14,63.92226431730192,65.36504614997132,61.71773974216735,63.28853401629755,64.53034091409637,61.394007007894146,63.79551696777344,False,64.63617598685174,65.27835465097787,0,0,0.0,0.0,0.0,-90.18459888587051,2,37.40643504967636
2017-08-15,64.04899811121483,65.59419299308016,62.08231193500759,63.41526794433593,64.88346802187498,61.84106300364496,63.41526794433594,False,61.71773974216735,64.53034091409637,0,0,0.0,0.0,0.0,-90.18459888587051,2,36.64593700280136
2017-08-16,63.753247338106576,65.84889627659504,62.48503048092333,63.204019726086194,64.88831537076653,61.97693022939307,63.58425521850586,False,62.08231193500759,64.88346802187498,0,0,0.0,0.0,0.0,-90.18459888587051,2,36.983911551141205
2017-08-17,63.626515763240874,65.28422564319561,62.074900647958344,62.95053429285073,64.59489254593542,61.806415597412574,63.035030364990234,False,62.48503048092333,64.88831537076653,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.885461844109955
2017-08-18,62.612561929714175,65.26556587038198,62.17269954150593,62.1900749984116,64.2927540689979,61.61446020358924,62.359073638916016,False,62.074900647958344,64.59489254593542,0,0,0.0,0.0,0.0,-90.18459888587051,2,34.53354839196152
2017-08-21,62.485798944844625,64.02439244353901,60.87574248981948,62.27455553198627,63.506141612074536,60.80499942536978,62.31680679321289,False,62.17269954150593,64.2927540689979,0,0,0.0,0.0,0.0,-90.18459888587051,2,34.44901470055527
2017-08-22,63.11952314131437,63.942785769712565,60.94645942374418,62.528044220585144,63.622341920362366,61.019200297536905,62.950531005859375,False,60.87574248981948,63.506141612074536,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.716463125848236
2017-08-24,62.86605040087516,64.71824361297877,61.70169989256657,62.528059600195085,63.82233538017383,61.29640227508765,62.82379913330078,False,60.94645942374418,63.622341920362366,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.46299938073105
2017-08-25,63.49976367946404,64.32180208367943,61.434030685962746,62.35905067435777,63.74833609855259,61.31806474535195,63.373016357421875,False,61.70169989256657,63.82233538017383,0,0,0.0,0.0,0.0,-90.18459888587051,2,36.561433828973236
2017-08-28,63.92225773687482,64.98583924721584,62.09010981315522,63.20403142566805,63.53138320624598,61.18559696630113,63.62651824951172,False,61.434030685962746,63.74833609855259,0,0,0.0,0.0,0.0,-90.18459888587051,2,37.06843761315292
2017-08-29,63.62651589143776,65.39750254255297,62.53912633716543,63.07728175146879,64.55874281184391,62.0216582714658,63.20402908325195,False,62.09010981315522,63.53138320624598,0,0,0.0,0.0,0.0,-90.18459888587051,2,36.22345928063339
2017-08-30,64.47148862461728,64.95109383397188,62.23617111504875,63.41527161862182,64.27658355909895,61.8303808056525,64.42923736572266,False,62.53912633716543,64.55874281184391,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.6738758455748
2017-08-31,64.42925340250919,65.99058781215822,63.128130197687724,64.00676649495175,64.66880302824018,62.249287517091645,64.21800994873047,False,62.23617111504875,64.27658355909895,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.25142101159042
2017-09-01,64.55598595615459,65.84394775773482,63.109254182639795,63.96450055326683,65.28484336265036,62.82638169787231,64.13349914550781,False,63.128130197687724,64.66880302824018,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.08239940514511
2017-09-04,64.09123629274927,65.90321131816468,63.21538962821623,63.54200224892835,65.14029205267859,62.76949972979885,63.9644889831543,False,63.109254182639795,65.28484336265036,0,0,0.0,0.0,0.0,-90.18459888587051,2,37.74437908043808
2017-09-05,63.96450913605275,65.43287962002582,62.872307435009496,63.58427353410532,64.64369330058979,62.401037439591065,63.79551696777344,False,63.21538962821623,65.14029205267859,0,0,0.0,0.0,0.0,-90.18459888587051,2,37.40643504967636
2017-09-06,63.33077453578221,65.11378967917543,62.65812481540438,62.781546802840296,64.67675146448772,62.54720635083026,62.99279022216797,False,62.872307435009496,64.64369330058979,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.80098155846542
2017-09-07,63.330760075773924,64.59500282858349,62.15980525723654,62.52803784426549,63.923722799918956,61.53872442043681,62.65478515625,False,62.65812481540438,64.67675146448772,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.124971426629486
2017-09-08,62.992789572509466,64.45643906081611,62.11929015001537,62.5280514761265,63.65232434143696,61.4385867643596,62.908287048339844,False,62.15980525723654,63.923722799918956,0,0,0.0,0.0,0.0,-90.18459888587051,2,35.63197521080917
2017-09-11,63.88001272974862,64.1765181486916,61.888922085688954,63.45752586454309,63.66400482441603,61.43154211976261,63.753265380859375,False,62.11929015001537,63.65232434143696,0,0,0.0,0.0,0.0,-90.18459888587051,2,37.321931875848236
2017-09-12,64.21798809854762,65.10339748783771,62.642436583803665,63.66875401627223,64.78456579403132,62.30394886297318,64.04899597167969,False,61.888922085688954,63.66400482441603,0,0,0.0,0.0,0.0,-90.18459888587051,2,37.91339305748886
2017-09-13,64.38699194119083,65.54393341624792,63.12135035348112,63.837764205615066,64.86902630424242,62.46681694711677,63.92226028442383,False,62.642436583803665,64.78456579403132,0,0,0.0,0.0,0.0,-90.18459888587051,2,37.65992168297714
2017-09-14,64.09125572669384,65.51625892031214,63.18406694822562,63.373029350054146,65.0256584251547,62.687634514037356,64.00675964355469,False,63.12135035348112,64.86902630424242,0,0,0.0,0.0,0.0,-90.18459888587051,2,37.82892040123886
2017-09-15,64.13351565582727,65.28507069920356,62.96566462669018,63.28854181700646,64.45768384905898,62.22866703641841,63.66877746582031,False,63.18406694822562,65.0256584251547,0,0,0.0,0.0,0.0,-90.18459888587051,2,37.15295604577011
2017-09-18,64.47148915237345,65.16377004694824,62.9835474256692,63.668760353263664,64.43021347803447,62.18709897534968,64.34474182128906,False,62.96566462669018,64.45768384905898,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.50488475670761
2017-09-19,65.18970629005932,65.6465640891142,63.46268597364239,64.13348942355361,64.83112658664157,62.59455339761994,64.76721954345703,False,62.9835474256692,64.43021347803447,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.34984020104355
2017-09-20,65.23195109673786,66.40083791710842,64.11908990705828,64.55597617015589,65.29410415402964,63.044157253342426,64.76721954345703,False,63.46268597364239,64.83112658664157,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.34984020104355
2017-09-21,65.02070772343671,66.40426114276462,64.19956223247613,64.59822097683443,65.71148641624548,63.459758999783894,64.76721954345703,False,64.11908990705828,65.29410415402964,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.34984020104355
2017-09-22,64.64048043761088,66.0632258203972,63.913917858225425,64.21799363736505,65.69210194702465,63.506057822385635,64.3869857788086,False,64.19956223247613,65.71148641624548,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.58937267174667
2017-09-25,64.64048129606127,65.68213753471304,63.56965913871415,64.09124715912027,65.27928998921135,63.117141753503894,64.34474182128906,False,63.913917858225425,65.69210194702465,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.50488475670761
2017-09-26,64.47148829616734,65.64998147845934,63.60186569768297,64.09124630796391,65.15615823926098,63.05235655636472,64.3869857788086,False,63.56965913871415,65.27928998921135,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.58937267174667
2017-09-27,64.5559843668891,65.51880751861317,63.52422297937864,64.00675023724214,65.1307358888441,63.08027647189006,64.3869857788086,False,63.60186569768297,65.15615823926098,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.58937267174667
2017-09-28,65.14746330857847,65.53026948519297,63.587601616673545,64.26024489604443,65.01115760161636,63.00871602239315,64.3869857788086,False,63.52422297937864,65.1307358888441,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.58937267174667
2017-09-29,64.97847876322963,66.22364715486165,64.17189300998643,64.47149583299486,65.28919180026557,63.29578482407623,64.6827392578125,False,63.587601616673545,65.01115760161636,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.180879629754486
2017-10-03,65.44320678710938,65.98969182387027,63.98501847542786,64.80947654793154,65.44304021749485,63.53455470875589,65.44320678710938,False,64.17189300998643,65.28919180026557,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.701814688348236
2017-10-04,65.86569266892312,66.4937506980786,64.40991849385703,65.48545710952274,65.75586362327192,63.91931800593848,65.78119659423828,False,63.98501847542786,65.44304021749485,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.37779430260605
2017-10-06,65.73895325725682,66.96823018062275,64.89518932158634,65.2319639044821,66.60224450856808,64.47423424532751,65.35871124267578,False,64.40991849385703,65.75586362327192,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.53282359948105
2017-10-09,65.65445817573926,66.74673911698908,64.71344191150254,65.14747521213721,66.24970873749704,64.15225768223478,65.48546600341797,False,64.89518932158634,66.60224450856808,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.78633312096542
2017-10-10,67.30216495556829,66.67579257958884,64.70742633075811,65.48546998284552,66.13337611795019,64.18383013905564,66.4149398803711,False,64.71344191150254,66.24970873749704,0,0,0.0,0.0,0.0,-90.18459888587051,2,42.64528087487167
2017-10-11,66.92191671133635,68.78897134736735,65.96021344985995,65.99244689941406,66.49035913387492,64.55771944722883,65.99244689941406,False,64.70742633075811,66.13337611795019,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.80029491295761
2017-10-12,66.359305531676,68.42266740585346,65.65069852043955,65.97523498535156,67.03136174170382,65.03065289826459,65.97523498535156,False,65.96021344985995,66.49035913387492,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.76587108483261
2017-10-13,65.88988494873047,67.66321104683395,64.93428812826042,65.42046608170459,66.9973781152514,64.93826507807705,65.88988494873047,False,65.65069852043955,67.03136174170382,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.59517101159042
2017-10-16,66.359305531676,67.22114005171092,64.57725287202402,65.7618610125809,66.39016806539577,64.38575145737049,65.97523498535156,False,64.93428812826042,66.9973781152514,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.76587108483261
2017-10-17,66.10327394085745,67.61259638845355,64.99486534533409,65.71920327960123,66.87819637577616,64.7568178979526,65.84722900390625,False,64.57725287202402,66.39016806539577,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.509859121941986
2017-10-18,65.80453316390427,67.5208079250821,64.97922855165545,65.50581089861981,66.69230017145951,64.73647268822215,65.71918487548828,False,64.99486534533409,66.87819637577616,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.25377086510605
2017-10-19,65.93256207516319,67.00950237594712,64.5117835935078,64.86569213867188,66.46482946554401,64.53519968574979,64.86569213867188,False,64.97922855165545,66.69230017145951,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.546785391473236
2017-10-20,65.63384201533384,67.14289797335783,64.73457107864121,65.20709402630261,65.8465783505514,63.81946805336581,65.29244232177734,False,64.5117835935078,66.46482946554401,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.40028575768417
2017-10-23,65.88988690175805,66.7559745448983,64.43843809823929,65.20709402630261,66.28231591605008,64.24718886883905,65.29244232177734,False,64.73457107864121,65.8465783505514,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.40028575768417
2017-10-24,65.5484937198591,67.05943032016381,64.7808815743682,64.95104262822086,66.24405443807436,64.1688065700855,65.29244232177734,False,64.43843809823929,66.28231591605008,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.40028575768417
2017-10-25,65.63383020812884,66.687980454941,64.4531702932484,65.20708229586748,65.96222273667685,63.92045446644879,65.46312713623047,False,64.7808815743682,66.24405443807436,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.74165538659042
2017-10-26,65.80453141115254,66.66901274849374,64.50581255630463,65.37778346878234,66.26265439981898,64.22845067519967,65.63383483886719,False,64.4531702932484,65.96222273667685,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.08307079186386
2017-10-27,66.10326484935834,66.927332477213,64.80411002703293,65.20709792579504,66.39371461524375,64.39154703328644,65.8045425415039,False,64.50581255630463,66.26265439981898,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.4244861971373
2017-10-30,66.61537044920193,67.16261393427412,65.0326823477089,65.59117126464844,66.18201548641004,64.2138401817278,65.59117126464844,False,64.80411002703293,66.39371461524375,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.99774364342636
2017-10-31,65.37778424278888,67.76892212403372,65.61832735895248,64.90836540761832,66.63998238131695,64.63344714304786,65.03638458251953,False,65.0326823477089,66.18201548641004,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.88817027916855
2017-11-01,65.54848925232686,66.64946998195214,64.02993397935718,65.0363864910663,65.9220703733332,63.786195156027325,65.42046356201172,False,65.61832735895248,66.63998238131695,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.65632823815292
2017-11-02,65.03640086347734,66.73740676629913,64.2249687966722,64.69500762940187,66.12985318216133,64.02842632028778,64.73767852783203,False,64.02993397935718,65.9220703733332,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.29075816979355
2017-11-03,64.73767363257382,66.31954034465714,63.861031442439355,64.43895131951693,65.71976161803151,63.63014598253302,64.52429962158203,False,64.2249687966722,66.12985318216133,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.86400035729355
2017-11-06,64.43895375168621,65.85809883525347,63.47211269186632,63.884179999836725,65.46557186507954,63.415000706532055,64.26825714111328,False,63.861031442439355,65.71976161803151,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.35191539635605
2017-11-07,64.95103692938841,65.67181288312167,63.36470475357188,64.26824411384152,64.90827526669425,62.811639766818764,64.69499206542969,False,63.47211269186632,65.46557186507954,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.20538524498886
2017-11-08,64.56697977346576,66.04705186911657,63.72259991978614,64.22558003903293,65.38812051507949,63.265783646286316,64.31092834472656,False,63.36470475357188,64.90827526669425,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.43725780358261
2017-11-09,64.99372996504718,65.7489968202545,63.503070013486074,64.35360788366785,65.25355683966765,63.186579207044566,64.73767852783203,False,63.72259991978614,65.38812051507949,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.29075816979355
2017-11-10,64.95103899754848,66.0708463720125,63.840963010611084,64.69499412543684,65.38970943459121,63.36018549375289,64.82301330566406,False,63.503070013486074,65.25355683966765,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.46142772545761
2017-11-13,65.0790747899496,66.10023922630847,63.9146547075571,64.52430104678561,65.74537557044488,63.70962096089788,64.56697845458984,False,63.840963010611084,65.38970943459121,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.94935802330917
2017-11-14,64.39626551489496,66.07433390838301,63.98278430153793,64.05487235115481,65.5087749189917,63.510768058023025,64.14022064208984,False,63.9146547075571,65.74537557044488,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.09584239830917
2017-11-15,64.26825254850937,65.5191139210047,63.365758491775495,64.05487854471174,65.04296186870967,63.024867378867725,64.09754943847656,False,63.98278430153793,65.5087749189917,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.01049999108261
2017-11-16,64.60965067048342,65.22734121479981,63.1413571023133,64.22558003903293,65.0666811220279,63.09250807065728,64.31092834472656,False,63.365758491775495,65.04296186870967,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.43725780358261
2017-11-17,64.56697036338772,65.7348409231211,63.626250738015145,64.09754498299996,65.2219431975204,63.274467670564704,64.22557067871094,False,63.1413571023133,65.0666811220279,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.26654247155136
2017-11-20,64.43894914688434,65.59750562635023,63.55261851587751,64.01220113928908,65.0476479368887,63.13463535228528,64.09754943847656,False,63.626250738015145,65.2219431975204,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.01049999108261
2017-11-21,64.69500273737029,65.45975600740591,63.45936656733081,63.841506693403176,64.95757338533718,63.07947844038591,64.52429962158203,False,63.55261851587751,65.0476479368887,0,0,0.0,0.0,0.0,-90.18459888587051,2,38.86400035729355
2017-11-22,66.65803536040559,65.664663422555,63.699553483399335,64.3962696898762,64.76635904344931,62.912890455398475,65.676513671875,False,63.45936656733081,64.95757338533718,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.168428457879486
2017-11-23,66.06058324227747,68.35880082613633,65.17325168674542,64.73766200703442,65.44017798616433,63.46919744309752,64.99371337890625,False,63.699553483399335,64.76635904344931,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.802827871941986
2017-11-24,65.59116110437347,67.75138702996902,64.62523313623558,64.95103915505624,65.74231370282514,63.76900522164859,65.12174224853516,False,65.17325168674542,65.44017798616433,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.0588856111998
2017-11-27,66.0605887060824,67.0115004731701,63.97826655298725,64.95104135174402,65.94419417550432,63.987809754787264,65.54849243164062,False,64.62523313623558,65.74231370282514,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.912385977410736
2017-11-28,66.06059077346922,67.62925907076193,64.61980470506911,65.54849448300122,65.9127272127672,63.993929070730424,65.676513671875,False,63.97826655298725,65.94419417550432,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.168428457879486
2017-11-29,66.70071093872629,67.47741270353586,64.60846962195204,65.8898858653265,66.62885431886039,64.5820012536036,66.57268524169922,False,64.61980470506911,65.9127272127672,0,0,0.0,0.0,0.0,-90.18459888587051,2,42.96077159752792
2017-11-30,66.82873663575334,68.31092956596426,65.41029811644472,66.18861466227547,66.92906535444924,64.88536406925972,66.57268524169922,False,64.60846962195204,66.62885431886039,0,0,0.0,0.0,0.0,-90.18459888587051,2,42.96077159752792
2017-12-01,66.57268349697355,68.28671717175253,65.48758473822714,66.06058723394368,67.23153882682891,65.19059785664214,66.48733520507812,False,65.41029811644472,66.92906535444924,0,0,0.0,0.0,0.0,-90.18459888587051,2,42.790071524285736
2017-12-04,66.6580271579625,67.86098731959368,65.17013198463567,65.76186038783356,67.05151429701532,65.0503878693786,66.3166275024414,False,65.48758473822714,67.23153882682891,0,0,0.0,0.0,0.0,-90.18459888587051,2,42.4486561190123
2017-12-05,66.53002548946027,67.98652063281827,65.41457847088401,65.93258076037299,66.74459701611954,64.76068788892175,66.01792907714844,False,65.17013198463567,67.05151429701532,0,0,0.0,0.0,0.0,-90.18459888587051,2,41.85125926842636
2017-12-06,65.97524124882031,67.76505112953214,65.29313881791953,64.95104217529297,66.8828159845194,65.04589492598886,64.95104217529297,False,65.41457847088401,66.74459701611954,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.71748546471542
2017-12-07,65.7191930551998,67.20492321225586,64.75279657875596,64.99372274588305,66.01491228872268,63.74900997537382,65.07907104492188,False,65.29313881791953,66.8828159845194,0,0,0.0,0.0,0.0,-90.18459888587051,2,39.973543203973236
2017-12-08,65.7191890192354,66.90429645376605,64.51564724062585,65.07906704826883,66.14448735573463,63.9357927730784,65.54849243164062,False,64.75279657875596,66.01491228872268,0,0,0.0,0.0,0.0,-90.18459888587051,2,40.912385977410736
2017-12-11,67.3408316181728,66.85386696534265,64.56978109490454,65.5484914292081,66.1700162967616,64.02070086230718,66.8287353515625,False,64.51564724062585,66.14448735573463,0,0,0.0,0.0,0.0,-90.18459888587051,2,43.472871817254486
2017-12-12,67.46887302384984,68.96781585053957,65.90793727717119,66.65804777721851,66.68674407390036,64.500682092534,66.87142181396484,False,64.56978109490454,66.1700162967616,0,0,0.0,0.0,0.0,-90.18459888587051,2,43.55824474205917
2017-12-13,68.27967691445325,69.06797155752089,66.13863337768632,67.25548436539943,68.01802488758042,65.47067454343093,68.23699951171875,False,65.90793727717119,66.68674407390036,0,0,0.0,0.0,0.0,-90.18459888587051,2,46.289400137566986
2017-12-14,68.6210849774612,69.74173124421492,66.78271076046352,67.51153748750353,68.56156365984846,65.99974809453191,67.89561462402344,False,66.13863337768632,68.01802488758042,0,0,0.0,0.0,0.0,-90.18459888587051,2,45.60663036217636
2017-12-15,67.6395511633685,70.16904765181116,67.28740773923991,66.82873264998463,68.77622509632393,66.27665123058345,67.04210662841797,False,66.78271076046352,68.56156365984846,0,0,0.0,0.0,0.0,-90.18459888587051,2,43.89961437096542
2017-12-18,67.72490472839293,69.05215562214136,66.03835196993575,66.82873785615293,68.04964678120172,65.51484294724176,67.29815673828125,False,67.28740773923991,68.77622509632393,0,0,0.0,0.0,0.0,-90.18459888587051,2,44.411714590691986
2017-12-19,68.02362155875987,69.23600168287444,66.33754204961991,67.3834996249761,68.08994579907257,65.63917576590066,67.72489929199219,False,66.03835196993575,68.04964678120172,0,0,0.0,0.0,0.0,-90.18459888587051,2,45.26519969811386
2017-12-20,67.68223571777344,69.47647856753774,66.67503776987958,67.25548771579922,68.68114061098545,66.20099366106732,67.68223571777344,False,66.33754204961991,68.08994579907257,0,0,0.0,0.0,0.0,-90.18459888587051,2,45.17987254967636
2017-12-21,68.1089886404262,69.06245807524087,66.35288712253265,67.76758891185014,68.44134553610398,66.04051566081938,67.89561462402344,False,66.67503776987958,68.68114061098545,0,0,0.0,0.0,0.0,-90.18459888587051,2,45.60663036217636
2017-12-22,68.36502664032596,69.50670803382134,66.84023602442855,67.9809560542999,69.04532150268308,66.60591897990595,68.27967834472656,False,66.35288712253265,68.44134553610398,0,0,0.0,0.0,0.0,-90.18459888587051,2,46.37475780358261
2017-12-27,68.57839712911098,69.66478961510396,67.08519266645537,68.02362346859114,69.1825751995899,66.80581120078615,68.10897827148438,False,66.84023602442855,69.04532150268308,0,0,0.0,0.0,0.0,-90.18459888587051,2,46.033357657098236
2017-12-28,68.40770404395444,69.83825394490393,67.33592129769161,68.19433004912716,69.18634085954442,66.8790952955528,68.27967834472656,False,67.08519266645537,69.1825751995899,0,0,0.0,0.0,0.0,-90.18459888587051,2,46.37475780358261
2017-12-29,68.40770261099934,69.66746975739096,67.25292911253962,68.19432862064167,69.34787157424167,67.08925308969296,68.23699951171875,False,67.33592129769161,69.18634085954442,0,0,0.0,0.0,0.0,-90.18459888587051,2,46.289400137566986
2018-01-02,69.38922882080078,69.53422936861959,67.20710585161855,68.66375199666864,69.26216188327436,67.13788115027053,69.38922882080078,False,67.25292911253962,69.34787157424167,0,0,0.0,0.0,0.0,-90.18459888587051,2,48.59385875573105
2018-01-03,69.51724788585182,70.78602484251795,68.1633002141029,68.96248068487931,69.79788039845067,67.62633155262115,69.09049987792969,False,67.20710585161855,69.26216188327436,0,0,0.0,0.0,0.0,-90.18459888587051,2,47.99640086998886
2018-01-04,69.17584625458032,70.8644825843735,68.33735466246645,68.57839520933881,70.04576741856472,67.91795099412234,68.7064208984375,False,68.1633002141029,69.79788039845067,0,0,0.0,0.0,0.0,-90.18459888587051,2,47.228242911004486
2018-01-05,69.30387182457233,70.40462336153936,67.9319207713632,68.79177553259916,69.61127345226436,67.48911179155776,68.96247863769531,False,68.33735466246645,70.04576741856472,0,0,0.0,0.0,0.0,-90.18459888587051,2,47.74035838952011
