,Open,High,Low,Close,Volume,Dividends,Stock Splits,R_High,R_Low,R_Close,r_High,r_Low,r_Close,rhat_High,rhat_High_se,rhat_Low,rhat_Low_se,rhat_Close,rhat_Close_se,Phat_High,Phat_Low,Phat_Close,Phat_High_upper,Phat_High_lower,Phat_Low_upper,Phat_Low_lower,Phat_Close_upper,Phat_Close_lower
2016-01-15,42.07951074459456,42.228994481132474,41.85528656537024,41.93002700805664,23892235.0,0.0,0.0,0.0008858408113303629,0.0035843581678629555,-0.0035522972307764356,0.000885448685915564,0.0035779496651391915,-0.0035586216204343416,-0.002930509113256103,0.014273295814557073,-0.0020728008057974553,0.014327587198440024,0.0007810496557458804,0.014355575830348398,42.068157489047586,41.61943976836737,42.11238494242621,43.26165860290943,40.907582641879856,42.80476512765286,40.46693776889183,43.314125473197116,40.94398642854979
2016-01-18,40.622047424316406,40.846274444336444,40.50993676547139,40.622047424316406,46715135.0,0.0,0.0,-0.032743380556073065,-0.032142888277629345,-0.031194341551197047,-0.03329144185405881,-0.03267081445831755,-0.031691246082356093,-0.0008355159847833442,0.013542313480312035,0.0009843094886743892,0.013741738655163965,0.0005292928466128598,0.013737396763573807,42.193726216873124,41.89650540380666,41.952226145814436,43.328667224915904,41.08851358900532,43.04027167407192,40.78313395286092,43.097146818347895,40.83772148555019
2016-01-19,40.21097117151289,40.77153304523611,40.13623072881584,40.69679260253906,35093407.0,0.0,0.0,-0.0018298216940736411,-0.009225046161367434,0.0018400150401556292,-0.0018314978628284212,-0.009267860412088283,0.0018383242861724298,-0.0021516334414851423,0.016421914435874402,-0.0029866501801932943,0.016859524230986588,0.0024312791981181392,0.01659158630765076,40.75848271596077,40.38912825171764,40.72093112143259,42.09171530112144,39.46747956035453,41.74606993467953,39.076293492685124,42.06692269126714,39.41800648376616
2016-01-20,40.09885896343736,40.43519379378842,39.687777990937136,39.72515106201172,36412124.0,0.0,0.0,-0.00824936484665717,-0.011173264896465196,-0.02387513802418728,-0.008283579150954963,-0.011236154715896798,-0.02416476839942294,-0.00259206494691787,0.015541533691323571,0.0003642698680101084,0.016094885433846476,0.0010341614082490852,0.015740874735655972,40.66598743323303,40.150853811498344,40.73890142479467,41.923790556236696,39.44592108629963,41.43764143523838,38.904025566025496,42.01537233936714,39.50121103042298
2016-01-21,39.68777100583569,39.76251428366491,38.6787609900396,38.79087448120117,49722566.0,0.0,0.0,-0.016635990754837016,-0.025423872334902398,-0.023518515495438264,-0.01677592296042278,-0.02575264336780365,-0.02379948992600495,0.0018800304685845542,0.014831063633502532,-0.0006931313892772727,0.015693636278348272,0.0009071894129683937,0.01693413751481981,40.511284694317524,39.660278677660514,39.76120565018137,41.706185638155944,39.35061819900848,40.89916621259016,38.45891861495919,41.103061757809314,38.463155958342774
2016-01-22,39.38880489177614,39.6877694377875,38.902983584156615,39.50091552734375,30081814.0,0.0,0.0,-0.0018797816794025035,0.005797046967837449,0.018304332027541115,-0.0018815506862289832,0.005780308748074107,0.018138824362551865,-0.0034862225631510113,0.01524276015239353,-0.00187205796993623,0.016863132321543003,0.0019024854524764929,0.017341743121900458,39.62413466043654,38.606419841799735,38.86474380096308,40.825798739905125,38.45784028846796,39.90375058638574,37.351267264331234,40.20845621677063,37.565936443103084
2016-01-25,40.13622858038863,40.50993647620014,39.986744851831034,40.061485290527344,23811323.0,0.0,0.0,0.020715879225750466,0.027858050150060487,0.014191310649383615,0.020504223498182386,0.027477073986953256,0.014091556652652246,0.00013324464764778775,0.01445438315892722,0.0013648269151712107,0.016159683438265893,-0.0006938448912405329,0.017135034481874523,39.693057972968845,38.95611567303756,39.473517524986924,40.83366653207783,38.58431008167647,40.2097198196943,37.74159469740419,40.821735493372735,38.16982710224095
2016-01-26,39.23932854993855,39.23932854993855,38.64139649464866,38.71613693237305,28526653.0,0.0,0.0,-0.03136533988415613,-0.033644858119046606,-0.03358208884163383,-0.03186776592842783,-0.03422387063455988,-0.034158918076021116,-0.001073466923187391,0.015272351583656717,0.0020505503107867582,0.01740834296673104,-0.00045017615106898685,0.01681931443904495,40.4664737314156,40.068823808669364,40.04345462406567,41.69610133599737,39.27310812729679,41.4595777739081,38.72472243122048,41.385521040871176,38.74490927989178
2016-01-27,39.5756659644686,39.83726034596641,39.388812020208746,39.53829574584961,25551210.0,0.0,0.0,0.015238074098717025,0.019342352848546573,0.021235559087743106,0.015123140752131344,0.019157667244884935,0.021013226663940263,-0.00017359232437339834,0.01748504724595287,-0.004025567589322365,0.02007645203995688,0.0005712918326622207,0.019618844499793894,39.23251749487926,38.486155617278214,38.73826146437522,40.60034740972829,37.91076991171755,40.030770795543056,37.00114049171063,40.25687171675981,37.276937757126916
2016-01-28,39.5383027256499,40.061491581005434,39.46355942405238,39.874637603759766,22593012.0,0.0,0.0,0.005628681116414347,0.00189768109292765,0.008506736356876488,0.00561289928376674,0.0018958827708974795,0.008470757970263837,-0.002432312215074375,0.01704497766448669,0.002796453373194182,0.02032693345264466,-0.0005820155798435546,0.019646023221767707,39.74048143698621,39.49911515335089,39.51529053706943,41.09056396606684,38.434757579566394,41.104559826926604,37.95637526510228,41.06654931021003,38.02262942605691
2016-01-29,39.837258109918196,40.9957519290705,39.837258109918196,40.73415756225586,26970269.0,0.0,0.0,0.023320658098213043,0.009469462241108895,0.021555555364221046,0.023052886631041613,0.009424907932924694,0.021326519860519654,0.0018026972795518324,0.016362349858803645,-0.0006388293919869479,0.019200871928710606,0.0016119280515137786,0.018797936581709754,40.133775456290785,39.43835699326374,39.93896448187842,41.441735057460285,38.86709690467,40.95085050601956,37.98172646254273,41.43791804691022,38.4942332787804
2016-02-01,40.95838599086461,41.10786972372937,40.69679159672509,40.846275329589844,20814857.0,0.0,0.0,0.0027348637208277626,0.02157612063649772,0.002752426318443746,0.002731130785539332,0.021346650988159573,0.0027486453294645525,-0.001007626887151041,0.016742428876786758,0.0006372711129969031,0.018426767383191513,-0.0013244423198337494,0.018848097327136937,40.95446431191768,39.86265333469478,40.680243231209616,42.320685420756725,39.63234835165268,41.32866566042871,38.448643465484906,42.21116759811091,39.20484278251609
2016-02-02,40.36044738824628,40.846268728755824,40.210963679538374,40.47256088256836,19482291.0,0.0,0.0,-0.0063637691938713825,-0.011937744921047155,-0.009149290700460999,-0.006384104290864145,-0.012009572005877336,-0.009191402519608862,0.004274195245003882,0.016012044497187985,0.001364775467954876,0.018620487742081544,0.002535741806062372,0.017213636651794317,41.28394881518057,40.752371497936636,40.94998236913333,42.600133330535904,40.00842947016683,42.26715006912939,39.2918798639041,42.35515373651025,39.59142886044673
2016-02-03,39.27669530545509,39.27669530545509,38.79087680075529,39.05247116088867,36916320.0,0.0,0.0,-0.0384263599136474,-0.03531591259787947,-0.03508771599109073,-0.03918412813271462,-0.03595460180834399,-0.03571807917466418,-0.0034748785157840806,0.01566215988377176,-0.0018755770560037435,0.018109631053225467,0.0010385186878072274,0.016648868960110825,40.70457922657629,40.13561560131282,40.51461422620032,41.9734985071315,39.474021202476536,41.58580930502723,38.73599351838537,41.85848554343365,39.21388804653794
2016-02-04,38.977744641395894,39.12722555701531,38.82826087461077,38.865631103515625,27031116.0,0.0,0.0,-0.003805558163113232,0.0009637336646834971,-0.004784333790384232,-0.003812817723217842,0.0009632695715461272,-0.004795815351010111,-0.0008042597168058293,0.018532901529484946,-0.0026528969073450876,0.020241006262642386,0.0018161888703354166,0.019507110540865326,39.245119340951824,38.68810498544734,39.12346227148873,40.696885879057355,37.845141189983,40.25380607836665,37.18330297639593,40.64827020813082,37.655853306211014
2016-02-05,39.08985374111818,39.426191489938454,38.977743058955156,39.12722396850586,14190147.0,0.0,0.0,0.007640867162623133,0.0038498295050379827,0.006730699015114361,0.007611823588697647,0.003842437876362034,0.006708148988906843,-0.003046400114285953,0.017684015447920264,0.0013592706660274798,0.019152887493251673,0.0006990819154801205,0.018866787660120888,39.008209749535844,38.88107487676076,38.892810862685934,40.383965016721504,37.67932215753774,40.368399354743225,37.44854905659393,40.3579469852442,37.4808643599666
2016-02-11,37.29604921428277,37.29604921428277,36.92234131775154,36.9970817565918,57492829.0,0.0,0.0,-0.05402860877899651,-0.05273270281695763,-0.05444143478281638,-0.05554295222581508,-0.054173968829937955,-0.05597945180010884,0.002743728759768021,0.016912276290676192,0.00019980798267606214,0.018122572691183468,-0.0001970534544378208,0.01820502218719682,39.534514802356085,38.98553190127555,39.11951457346671,40.86696947070841,38.245504398802666,40.395195025647325,37.62506151190486,40.540573195016265,37.74826796607311
2016-02-12,35.838584390396214,35.9880681048217,35.72647089178592,35.9506950378418,44149323.0,0.0,0.0,-0.03507023229045314,-0.03238880264049415,-0.02828295284569482,-0.03569995986731206,-0.03292492801112975,-0.028690620651334292,-0.0022747616182974147,0.024629187953918483,-0.004780206763436308,0.024280714288720463,-0.0006988560989912223,0.02406862146008223,37.21130601484699,36.746266065400626,36.97123515294158,39.051678105834974,35.45766436919628,38.537308223537345,35.03846355632336,38.75712772028946,35.26763486187193
2016-02-15,37.07182624603886,37.6323881520848,36.997085799032185,37.557647705078125,27861491.0,0.0,0.0,0.04569070066427927,0.03556508313107409,0.04469879276450284,0.04467762465399239,0.034947251767418676,0.04372860727963222,-0.004781084824527513,0.025513875295807117,-0.0008364841839723153,0.02454778226512153,0.0018060795377367656,0.024850573020225513,35.81641676532697,35.69659875946072,36.015683522037186,37.65303465558602,34.06938435750443,37.456080676329066,34.019767684855836,37.81332750934613,34.30349945370282
2016-02-16,37.55764481265555,37.85661227998849,37.44553129961443,37.63238525390625,14928926.0,0.0,0.0,0.005958275276007674,0.012121103349009621,0.0019899422193583316,0.005940594948620186,0.01204823104662733,0.0019879649070637497,-0.0008855866202010101,0.028405169692799593,0.0041679398537869975,0.025740203277685527,-0.002743888953736404,0.02691148566986246,37.59907616515318,37.15160922588774,37.45473494557238,39.75173995583432,35.562984916978564,39.074023501557015,35.32377637071512,39.483373043362455,35.53032736849506
2016-02-17,37.44553009196328,37.59501382080877,36.92234131775154,36.9970817565918,16038893.0,0.0,0.0,-0.0069102448271106676,-0.013972027200700454,-0.01688182912212588,-0.006934231133597404,-0.014070554802916253,-0.017025951535361798,0.002175492297150383,0.02681070446746527,-0.0004914395559832423,0.024375588206701704,-0.0019337027280553105,0.024681146881558796,37.93905869665537,37.42713360538661,37.55968572017411,39.98602966125988,35.996876583693044,39.25866136994818,35.681051799380505,39.421302184765416,35.7859815179681
2016-02-18,38.00609014857004,38.23031715687086,37.81923620909592,38.080833435058594,15937737.0,0.0,0.0,0.01689860626438855,0.024291387255909846,0.02929289627752074,0.016757413241086518,0.024001044005504516,0.028872058018274686,2.2942158230121685e-05,0.025650813131625632,-0.0017797753868517459,0.0233681046586709,-0.0010845250073713334,0.024406353870999754,37.59587634145851,36.85668628638443,36.956979246245375,39.534352059348585,35.75244930688083,38.584032818606886,35.20667034467874,38.767837275377886,35.23070697252606
2016-02-19,37.52027748157479,37.6323881520848,37.25868021472084,37.557647705078125,17092831.0,0.0,0.0,-0.015640179032064272,-0.014821980837367077,-0.013738820366751892,-0.01576377705610928,-0.014932924025419656,-0.013834071389976763,-0.0010555874656986816,0.02472082441881243,0.002494142312573063,0.023498109137766066,0.001099418341308521,0.02489432487524765,38.189983005128134,37.913680496140984,38.122723224771555,40.0859569443871,36.3836842901213,39.700679516282186,36.20711751731932,40.0289679678831,36.30725696547093
2016-02-22,37.6323816916739,38.305057003915906,36.32440413544263,36.7354850769043,49541286.0,0.0,0.0,0.01787473197588807,-0.02507539381142876,-0.021890684811516126,0.01771685748780874,-0.025395137960256175,-0.0221338409722389,-0.003336066367327105,0.02351334655823369,-0.0023123049672527426,0.022831702970624302,0.0008846749839418089,0.02393681341639215,37.507053186770904,37.172626313161494,37.59088871803681,39.27605947248119,35.81772351019385,38.87388842155987,35.54581759440311,39.39653443759378,35.86800044177015
2016-02-23,36.66074179156363,37.146563167201165,36.399147420783294,36.7354850769043,28484295.0,0.0,0.0,-0.030243887552400928,0.0020576603283559702,0.0,-0.03071066956504022,0.0020555462448895814,0.0,0.0015333149427982987,0.0231356831020488,-0.001624630386057967,0.02273366190565809,0.0015610492235544839,0.023900148947983414,38.36383577187035,36.26543831652896,36.792875760547076,40.1435258349209,36.66304502457861,37.91789455726889,34.68499587453611,38.55741869358751,35.109085426307054
2016-02-24,36.32440755600963,36.511261510209614,36.17492667358171,36.39915084838867,24572792.0,0.0,0.0,-0.01710256892762818,-0.0061600549213292055,-0.009155567915096863,-0.017250507033508305,-0.006179106338458606,-0.009197737716688166,0.0014978031896098235,0.024299703719081984,0.0011094986787520958,0.021474662728265665,0.0024350650964704472,0.022382132860119645,37.20224309637437,36.43955463848662,36.82504737517493,39.0169620930681,35.4719285448321,38.006043611507806,34.937631388950884,38.47648322151156,35.24449223638284
2016-02-25,35.913318650984124,35.95068886037794,35.614354124669404,35.68909454345703,42846538.0,0.0,0.0,-0.01535341773044252,-0.01549616268667342,-0.019507496421803827,-0.01547250192040867,-0.015617483182440623,-0.019700278884197026,-0.004863121414523635,0.023656212593077756,-0.0007058000873288726,0.0204006951458759,0.0003522618136641009,0.021439902792105087,36.334133858215004,36.14940341539485,36.41197513790348,38.058475382244055,34.687918261765226,37.62413782749212,34.73247342651641,37.97469122022531,34.91356719017018
2016-02-26,36.62337620344847,37.2213083059248,36.54863575982587,37.034454345703125,28829644.0,0.0,0.0,0.03534339635275363,0.02623328874324038,0.037696663909696726,0.03473315560492432,0.025895097845087978,0.037003510734939495,0.001352341437226219,0.022732708908349976,-0.001166508839659287,0.019836045115468746,0.001256003477879842,0.021212860214708563,35.99933935524628,35.572833887334355,35.733948332687056,37.63960033261287,34.43055777856665,36.983094466805895,34.21635017350061,37.250984598253574,34.278692958440985
2016-02-29,37.40816031932518,37.52027383008956,36.884968687699754,37.109195709228516,17829975.0,0.0,0.0,0.008032106816545426,0.009202338770837981,0.002018157546691768,0.008000021142453772,0.00916025523237561,0.0020161238025678094,-0.0016518232842237378,0.023769160502884756,0.0027006078399077855,0.020602835346660308,0.0002223680360639909,0.022100787331362504,37.15987603379283,36.64747269192318,37.04269054028195,38.93202327937481,35.468395180437305,38.15764097309994,35.19707247237999,38.682549811649814,35.47234939641562
2016-03-01,37.07182725501271,37.48290827823358,36.69811930747764,37.408164978027344,23613890.0,0.0,0.0,-0.0009958763101033385,-0.005065732380150401,0.008056473957059662,-0.0009963725243885737,-0.0050786066993986296,0.008024193830844352,0.00481070051298338,0.02237847782867173,-0.0003950939649289192,0.019563468769857484,-0.002021050298234801,0.021678764984934453,37.70120749053471,36.87039853765336,37.034271896073676,39.39165293476189,36.08330548094435,38.31162673576733,35.48338726781979,38.64178217241286,35.49363455217344
2016-03-02,37.74449342095895,38.34242541977091,37.70712320562658,38.043460845947266,34211835.0,0.0,0.0,0.02293090853989188,0.02749470319432268,0.016982812931163105,0.02267194660451817,0.02712351233294362,0.016840217150919153,-0.002615273445257714,0.021172278723949448,-0.0009023702767123116,0.018546852087353627,-0.0016457835997013696,0.020721360811548267,37.3850082969733,36.66501895203784,37.34664986777638,38.96903836216741,35.86536656038302,38.02238132320651,35.3561131094333,38.8946643938387,35.86024659380342
2016-03-03,38.52893389274757,38.56753944866913,38.18147799862322,38.33590316772461,16025139.0,1.628747,0.0,0.00587114733702121,0.012579978334859021,0.007687058834146443,0.00585397931604059,0.01250150782694541,0.0076576639414616295,0.0009113692068334929,0.02150079286630213,0.0023788380642121307,0.01965469392122576,0.0014278945397724345,0.020783784842348815,38.377385453943305,37.79692912011395,38.097821697508515,40.02922929602499,36.79370650353228,39.28139743898529,36.36855977768956,39.681827031427225,36.57704613614781
2016-03-04,38.33590647528893,38.87639019565323,38.33590647528893,38.79917907714844,18674180.0,0.0,0.0,0.008008049032922182,0.00404459137677371,0.012084648362057138,0.007976154769004233,0.004036434005163474,0.01201221199379576,-0.00044363872540759304,0.020333641534174725,-0.00015422143397774657,0.018847019199090848,-0.0010531557776200895,0.01845015046001845,38.55043318940611,38.17559005037047,38.29555074223796,40.1178460687311,37.04425946858591,39.612172804426024,36.79110668554658,39.70575008944677,36.93543638761556
2016-03-07,38.644750560512264,39.03081201055817,38.14287244270166,38.33590316772461,24550679.0,0.0,0.0,0.003972123289425422,-0.005035332416404414,-0.011940353390020197,0.003964255236082066,-0.005048052420273652,-0.01201221199379591,0.0016640030197481253,0.01936970875967189,-0.0002620999513257254,0.01787094353633923,0.0004152164136457225,0.019475576463656604,38.941134478737744,38.32585995272178,38.81529247818005,40.44794192416438,37.49046014094488,39.69208955368967,37.00665693421779,40.32559725279944,37.361552780525
2016-03-08,38.25868628213098,38.41311143981624,37.94983891217537,38.02705001831055,19506044.0,0.0,0.0,-0.015825972838454883,-0.005060802141114595,-0.008056498579485427,-0.015952540695727498,-0.005073651370206751,-0.008089127532408,0.0015451152782666256,0.018302073169808915,-0.000679268026849325,0.016981083423782267,0.001889291297464713,0.018059872221999614,39.09116572923798,38.116972006664064,38.40839931756823,40.51890131779335,37.7137382399778,39.40696455145634,36.8692075498395,39.79230362994308,37.07262469287421
2016-03-09,38.14287812456694,38.99221226302098,38.14287812456694,38.64475631713867,31118048.0,0.0,0.0,0.015075603133894777,0.005086693854967406,0.016243865841044425,0.014963095566019508,0.005073800332896053,0.016113345788893122,-0.0015022802309255592,0.018324113102255055,-0.0003110274871463366,0.01614643917082561,0.0008136661252339289,0.01734088056049642,38.35544750643033,37.93803730454823,38.05800393212082,39.758029730940564,37.002345523014164,39.15786328191265,36.75621072986676,39.37375750020451,36.786218924871484
2016-03-10,38.721964969850454,39.108026423406635,38.45172018511205,38.76057052612305,24931258.0,0.0,0.0,0.0029701869594993546,0.00809697840672885,0.0029968932404165205,0.0029657846691415702,0.008064373758247347,0.0029924115078193837,0.0007548984995428014,0.018092070393976277,0.0005420325868895131,0.015405714494670276,-0.0008618840946698004,0.0173257097572985,39.021658538628444,38.16355841165664,38.61146336572014,40.43021078014382,37.66217899247613,39.333488960928676,37.028426135466354,39.94516353349764,37.32229314800876
2016-03-11,38.45172233830201,39.069420109498225,38.45172233830201,38.83778381347656,47828976.0,0.0,0.0,-0.000987171111383467,5.5997233738835916e-08,0.0019920575550216313,-0.0009876586856909669,5.599723217099088e-08,0.001990076039462682,0.0017218608327585286,0.016957353980108326,0.0003792504106298969,0.014816325749415845,0.0004424334443590924,0.015525886438435575,39.17542300947101,38.466305781403555,38.77772329304531,40.49935305074296,37.894772443601695,39.599745127472936,37.365308178256576,39.9758961901479,37.6154624936859
2016-03-14,38.992207973078315,39.378269438158306,38.992207973078315,39.14663314819336,35826740.0,0.0,0.0,0.007905142379755814,0.014056213919913851,0.007952290382996274,0.007874060439055789,0.013958341423215948,0.007920837559781475,-0.0005375902422889143,0.016205312114229643,-0.00041958602175692466,0.014078780463436073,-0.0023067188550668608,0.015632305361734523,39.048422415058994,38.4355919173826,38.74829921285136,40.308601709946984,37.82764046435802,39.510968340560645,37.3894841884456,39.95389570850197,37.57908122008641
2016-03-15,38.99220680917372,38.99220680917372,38.68335646816273,38.76057052612305,15635270.0,0.0,0.0,-0.00980395112565513,-0.007920851907869175,-0.009861962345748543,-0.009852326292683594,-0.007952388496832042,-0.009910913599244273,0.0013035845511327336,0.015439614275392765,0.0010847240730758579,0.014145916007721861,-0.0005215623692405868,0.015198181146386804,39.42963581478169,39.03452670765471,39.12622106101179,40.64107910018219,38.25430364813678,40.131940965494344,37.967121415849036,40.309262959280964,37.97790041612981
2016-03-16,38.79918396085424,38.915003598605175,38.45172799301717,38.490333557128906,13396144.0,0.0,0.0,-0.0019799651490970405,-0.0059878070646788295,-0.006971955400192353,-0.001981927871268442,-0.006005805866267995,-0.0069963730398917914,-0.001406766969019813,0.015048234642126833,-0.00132372713347497,0.01375804647387992,-0.0003608116562298695,0.014432646094491177,38.93739242515759,38.63218413616635,38.74658778319511,40.10293700641278,37.8057230229367,39.688103628103235,37.60435784777227,39.85830065593761,37.66588239173211
2016-03-17,38.99221121248771,39.146636400432136,38.760574903278794,38.95360565185547,11538725.0,0.0,0.0,0.005952274968702875,0.00803206842401738,0.012036063393396024,0.005934630163253276,0.00799998305584074,0.01196420599456036,-0.0002696367369236937,0.014267613128979808,-0.0002664965078240061,0.013182490383435788,-0.001000164250188454,0.014192795872821117,38.90451209852796,38.44148210709428,38.451856146599965,40.007812913591295,37.83163715780944,39.44766358749184,37.4609650407437,39.53652186855661,37.396947714176754
2016-03-18,38.76056528634857,38.87638193950988,38.52892903461121,38.60614013671875,14658126.0,0.0,0.0,-0.006903644495987127,-0.005976326957111033,-0.008919983383365415,-0.0069275848972874384,-0.00599425667063789,-0.008960004605322255,0.0007909725436770601,0.013793480837315046,0.0008289324859871786,0.012836004111851039,-0.0002806931662632542,0.013661171586342115,39.17761256403465,38.79271812343081,38.94267317535518,40.251235459235275,38.13262645744308,39.7810679648391,37.82892356570357,39.999483537500346,37.91378437725946
2016-03-21,38.914997875760655,39.108028613347926,38.72196713817338,38.83778381347656,11813300.0,0.0,0.0,0.005958545067246135,0.00501021202506724,0.006000177068659962,0.005940863141853359,0.004997702678386616,0.005982247690116429,-0.0005276601008340931,0.013227461562648113,-0.0009175282362625729,0.011969010590306112,-0.0004138466390728797,0.012897686680434419,38.85587383502569,38.493593867294805,38.59016642093787,39.87641644926548,37.861449596513175,39.40730066278995,37.60107248907241,39.57814032989216,37.626854925038835
2016-03-22,38.992201538085936,38.992201538085936,38.56753458566498,38.60614013671875,12380727.0,0.0,0.0,-0.002961721144452034,-0.003988241402027248,-0.0059643896745064096,-0.002966115719669972,-0.003996215645969195,-0.005982247690116402,0.0002987170387782292,0.012743420847980065,0.0005758575424218176,0.012025489619926166,-0.0002848962534436177,0.01266102673069562,39.119712592862754,38.74427189657261,38.82672065037774,40.10911451780937,38.15471699502799,39.668319930844355,37.84174896775354,39.80228403861373,37.875068551341705
2016-03-23,38.220088958740234,38.29730008150077,37.9884526450431,38.220088958740234,17432504.0,0.0,0.0,-0.017821549673372905,-0.015014751314623043,-0.009999735187495196,-0.017982265826777533,-0.015128613876120911,-0.010050068366158625,2.9232101034779332e-05,0.012264128572616982,-0.0006264907430798562,0.01159145098092706,0.0006122095132346022,0.012779360147326339,38.99334137872076,38.5433799493817,38.629782419256436,39.942007502295034,38.067207107456746,39.42907951543402,37.677575945968584,39.60958324510092,37.67421839621759
2016-03-24,37.834028772979934,37.94984840657368,37.56378688848204,37.679603576660156,27542254.0,0.0,0.0,-0.009072484853701934,-0.011178811638606345,-0.014141395187843409,-0.009113890469218868,-0.011241764149280114,-0.014242337490097587,-0.0017160566586543256,0.013023852128944026,-0.0011937791525761913,0.012011703267895479,-0.00083181315985144,0.012672367667225574,38.23163610235597,37.94312988030514,38.188310204598956,39.220128347348876,37.26805751674116,38.84702102718154,37.0602704414928,39.14870303619602,37.251477652639515
