Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-20,117.91309355184903,118.04229431367146,116.5713665020107,116.62105560302734,73604300,0.0,0
2020-11-23,116.46202623627838,116.89933273688962,113.05304190028686,113.15242767333984,127959300,0.0,0
2020-11-24,113.21207335989789,115.14018176051547,111.90015376354408,114.46434783935547,113874200,0.0,0
2020-11-25,114.84202936883831,116.03467394809303,114.46435277204318,115.31908416748047,76499200,0.0,0
2020-11-27,115.85577437506063,116.77013570787214,115.50792034438768,115.87564849853516,46691300,0.0,0
2020-11-30,116.25332943765076,120.22882155441324,116.09430611330853,118.32058715820312,169410200,0.0,0
2020-12-01,120.26857950156456,122.71350628647282,119.27470645488724,121.96810150146484,127728200,0.0,0
2020-12-02,121.272379060437,122.61411366479338,120.14930531003674,122.32588958740234,89004200,0.0,0
2020-12-03,122.76319291196305,123.02160202202656,121.46122167353626,122.18675231933594,78967600,0.0,0
2020-12-04,121.84883060259078,122.1072397106508,120.77544592232547,121.5009765625,78260400,0.0,0
2020-12-07,121.56060360271597,123.80675869475571,121.50097364945846,122.99178314208984,86712000,0.0,0
2020-12-08,123.6079866514699,124.2142497827441,122.33582285324508,123.617919921875,82225500,0.0,0
2020-12-09,123.7670023486221,125.1783001759221,120.25863190382528,121.03385162353516,115089200,0.0,0
2020-12-10,119.76169910160226,123.11105391411455,119.41384506057562,122.48490905761719,81312200,0.0,0
2020-12-11,121.6798701560981,122.00785006179048,119.81139166945671,121.65999603271484,86939800,0.0,0
2020-12-14,121.84882717280057,122.5942319160061,120.79532422885116,121.03385162353516,79184500,0.0,0
2020-12-15,123.57815502369785,127.11634776910265,123.36944262076939,127.09646606445312,157243700,0.0,0
2020-12-16,126.62935812518967,127.58346767913486,125.78456003872131,127.02690124511719,98208600,0.0,0
2020-12-17,128.1102095333436,128.78605098491187,127.25547824080826,127.91143798828125,94359800,0.0,0
2020-12-18,128.16986782570586,128.30900943808754,125.34726458314356,125.88395690917969,192541500,0.0,0
2020-12-21,124.25399694398774,127.52383996654652,122.6936166646657,127.44432830810547,121251600,0.0,0
2020-12-22,130.80361052496323,133.58645762588506,128.85561300472895,131.07196044921875,168904800,0.0,0
2020-12-23,131.35025253758636,131.61858731471636,129.97870301550887,130.15760803222656,88223700,0.0,0
2020-12-24,130.51539615357294,132.64228354719603,130.29674290294187,131.16140747070312,54930100,0.0,0
2020-12-28,133.16905436443366,136.49851995613787,132.69198438523202,135.85250854492188,124486200,0.0,0
2020-12-29,137.20417962749988,137.9396359896538,133.51690388439235,134.0436553955078,121047300,0.0,0
2020-12-30,134.74930014604752,135.15679170660525,132.5826491685514,132.90069580078125,96452100,0.0,0
2020-12-31,133.25849705878096,133.91445689518378,130.91295611234273,131.87701416015625,99116600,0.0,0
2021-01-04,132.7019456697979,132.7913906125712,125.98336113186438,128.61712646484375,143301900,0.0,0
2021-01-05,128.10028483326948,130.9328288271073,127.64309660027507,130.20729064941406,97664900,0.0,0
2021-01-06,126.93746609797095,130.24706514663714,125.60567227912753,125.82432556152344,155088000,0.0,0
2021-01-07,127.57354628560186,130.8235154303766,127.07660975678061,130.11785888671875,109578200,0.0,0
2021-01-08,131.61859771724252,131.8173844549284,129.4320800903877,131.24093627929688,105158200,0.0,0
2021-01-11,128.39846305733934,129.3724544099275,127.71268821944076,128.1897430419922,100384500,0.0,0
2021-01-12,127.71266883440981,128.8953800228258,126.0827178699055,128.01083374023438,91951100,0.0,0
2021-01-13,127.9710887585315,130.64460969574768,127.7027539534178,130.08804321289062,88636800,0.0,0
2021-01-14,129.9985976762556,130.19736925274194,127.9710881663171,128.12017822265625,90221800,0.0,0
2021-01-15,127.99096646812305,129.42214604522422,126.221873703456,126.36101531982422,111598500,0.0,0
2021-01-19,126.99708676575595,127.92139651288207,126.16223711146642,127.04678344726562,90757300,0.0,0
2021-01-20,127.8717068409086,131.67824234068178,127.76238020171358,131.22105407714844,104319500,0.0,0
2021-01-21,132.98019030802917,138.81421908222012,132.77147033688522,136.0313720703125,120150900,0.0,0
