Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-20,111.62679688893138,112.81691161500393,111.29512203359317,111.76336669921875,12718900,0.0,0
2020-11-23,113.20711371881947,115.2751750889493,112.73886905544312,114.98252868652344,13209200,0.0,0
2020-11-24,117.12863439455286,120.47460968179571,116.77745275068798,120.29901885986328,20121600,0.0,0
2020-11-25,118.39679084609085,119.38204342642766,117.51883673873915,119.04061889648438,11715600,0.0,0
2020-11-27,119.01134880292396,119.35277331508885,118.1138879588059,118.25045776367188,5983600,0.0,0
2020-11-30,117.06034787787559,117.76271115594227,114.88497313844661,114.99227905273438,14411800,0.0,0
2020-12-01,117.39200951162506,118.60163840540747,116.69940338054596,116.80670928955078,12668900,0.0,0
2020-12-02,116.7676887129443,119.31375175872621,116.34822218778686,119.05036926269531,10811300,0.0,0
2020-12-03,118.86502347284878,118.904044480831,117.4115262773681,118.26996612548828,12904400,0.0,0
2020-12-04,119.47960246518699,120.26975745903134,118.708954255297,119.34302520751953,13583700,0.0,0
2020-12-07,118.1821741821144,119.17718383475808,117.26519910276902,118.894287109375,9724300,0.0,0
2020-12-08,118.07487065808421,119.33327027885092,117.8017310397776,119.0113525390625,9592100,0.0,0
2020-12-09,120.1526865627798,120.27950669892023,117.48956789877846,118.08462524414062,13073900,0.0,0
2020-12-10,117.05059084764153,117.82123903148131,116.63112430308307,117.32373046875,13668400,0.0,0
2020-12-11,116.0263117684854,117.07984919389203,115.47027543973051,116.63111877441406,9981600,0.0,0
2020-12-14,118.36750715551074,118.44554916635315,115.21663725333026,115.40198516845703,12112400,0.0,0
2020-12-15,116.36773842125561,117.93829863959378,115.71415328362316,117.37250518798828,12590200,0.0,0
2020-12-16,117.35299692798294,118.11388796728968,116.92377328837559,117.71392822265625,11169400,0.0,0
2020-12-17,118.2894873665692,118.47482786235713,116.65064214659583,116.73843383789062,11618000,0.0,0
2020-12-18,116.22141536587259,116.94328543080134,115.37272516024929,116.16288757324219,28954800,0.0,0
2020-12-21,120.15268062981004,121.93785257774726,118.12363297671732,120.52337646484375,28323600,0.0,0
2020-12-22,120.36729633334102,120.49410902482396,118.63090244728522,118.6894302368164,11788200,0.0,0
2020-12-23,119.77223923364554,123.42061782402112,119.35277270868953,122.00614166259766,14973200,0.0,0
2020-12-24,122.02565611505501,122.47439400553628,120.5428949583447,121.46961975097656,4164900,0.0,0
2020-12-28,122.73776826320419,123.5474374147311,121.7330015187172,122.26952362060547,8072600,0.0,0
2020-12-29,123.10846764037315,123.18650966151206,121.83056117483457,121.94762420654297,8389200,0.0,0
2020-12-30,122.41585994212876,122.76704159043607,121.84031678892866,122.28904724121094,7398000,0.0,0
2020-12-31,122.02565430182193,124.21078615844685,121.762271793276,123.9571533203125,8580200,0.0,0
2021-01-04,124.37661947336389,124.72780111198252,121.72325040046601,122.78655242919922,16819900,0.0,0
2021-01-05,122.8062015362796,124.09331861667995,121.60751589466952,123.45467376708984,13731200,0.9,0
2021-01-06,127.61076662920979,130.45027251007068,125.64570274519173,129.2515869140625,24909100,0.0,0
2021-01-07,133.31924588083152,135.7755662338804,132.56269501427937,133.49609375,21940400,0.0,0
2021-01-08,133.59436424254895,133.96772976636032,131.77668102547787,133.64349365234375,12035100,0.0,0
2021-01-11,132.22864182594392,135.7853889744775,131.76685239048138,135.6380157470703,15937900,0.0,0
2021-01-12,137.0037250818509,139.1849387335818,136.40438232183135,137.7700958251953,18033500,0.0,0
2021-01-13,136.16858313582807,138.33014223288524,135.68715390046995,137.89784240722656,14816800,0.0,0
2021-01-14,138.03539447902074,140.25590285024933,137.5539502559363,138.70350646972656,18565600,0.0,0
2021-01-15,135.02884665450696,139.17511695997408,134.61618659940908,136.21771240234375,27881000,0.0,0
2021-01-19,137.41638218616177,138.24170220116835,135.41203143654735,135.628173828125,19843800,0.0,0
2021-01-20,135.41204351569286,135.75591938985906,133.07362160572438,133.5943603515625,16028800,0.0,0
2021-01-21,133.31924849937332,133.78103793419174,131.97318971696507,132.47427368164062,13411700,0.0,0
2021-01-22,130.37166635387118,132.05178114283473,129.8902221494025,131.4524383544922,12933200,0.0,0
2021-01-25,129.83126975113984,130.84327255101812,127.78760939047783,129.81161499023438,14212800,0.0,0
2021-01-26,130.43060773536405,130.84326774608553,129.04523949010593,129.2810516357422,11307800,0.0,0
2021-01-27,127.32582239869299,127.58128931879055,125.1249613890814,125.62605285644531,17603900,0.0,0
2021-01-28,127.6304010777324,129.86074418285395,126.73631185256733,127.83673858642578,13761800,0.0,0
2021-01-29,128.89787307544162,129.41861180638617,125.95028856419783,126.4218978881836,14808100,0.0,0
2021-02-01,127.13913588279229,127.79744293263776,126.23521178904753,127.35529327392578,11080700,0.0,0
2021-02-02,129.63476874947187,132.04195976012335,128.92734726987445,131.2755889892578,12253600,0.0,0
2021-02-03,131.31488202084205,133.38801702918946,131.17732867872283,132.7788543701172,10600800,0.0,0
2021-02-04,133.10309134090613,136.2373585772699,133.10309134090613,135.8345184326172,12419500,0.0,0
2021-02-05,136.954597407292,137.0528562185785,134.9797212348266,135.56922912597656,10051300,0.0,0
2021-02-08,135.78540579262327,137.84872118502264,135.7657510291379,137.69151306152344,10136400,0.0,0
2021-02-09,136.9938929099526,137.534286391489,136.11944345517185,137.1412811279297,8614800,0.0,0
2021-02-10,137.55395040489435,138.408745156338,136.6107167198397,137.2198944091797,10323200,0.0,0
2021-02-11,137.21988582048095,138.0943352793491,135.8050428775505,136.83670043945312,9201000,0.0,0
2021-02-12,136.62054550915428,139.13581523429767,136.57141610204644,138.7821044921875,8324600,0.0,0
2021-02-16,141.04193905772752,142.78101832920856,139.9120225286737,142.12271118164062,12130600,0.0,0
2021-02-17,141.43493341205962,142.83995655407045,140.61943319534677,142.56484985351562,10810100,0.0,0
2021-02-18,141.48406363603777,143.24278255272733,140.89454070734462,143.04627990722656,10587800,0.0,0
2021-02-19,143.31155820532575,146.2394879281543,143.31155820532575,145.43382263183594,11969800,0.0,0
2021-02-22,144.3039002084973,147.56590076363642,144.22529615982285,146.79953002929688,11488400,0.0,0
2021-02-23,148.8628460663369,149.64887164527025,146.97639367221146,147.97857666015625,16234400,0.0,0
2021-02-24,147.4873173754853,151.0735395195165,147.4873173754853,150.582275390625,15061400,0.0,0
2021-02-25,151.57462824093437,152.19361080664657,147.9589167016967,148.53860473632812,18127700,0.0,0
2021-02-26,147.67398117952013,148.23401441859966,143.9501911650896,144.59866333007812,19829200,0.0,0
2021-03-01,146.90762518936506,148.7351282973746,145.8857874342463,147.87049865722656,14845500,0.0,0
2021-03-02,147.45783751659272,149.12813249736428,147.2220253458685,147.38905334472656,14221700,0.0,0
2021-03-03,148.58773291813495,152.27221360440623,148.18490775716725,150.23838806152344,14324100,0.0,0
2021-03-04,149.9436291673519,151.68270827876702,146.023336253061,147.929443359375,20093900,0.0,0
2021-03-05,150.5429838694116,150.80827070213527,145.38471041282833,148.27334594726562,18465100,0.0,0
2021-03-08,149.8060732622505,152.743837926626,148.11612358810552,150.23838806152344,17133300,0.0,0
2021-03-09,148.85302524106987,151.55497784445564,147.20238502870765,149.17726135253906,16238800,0.0,0
2021-03-10,149.2558594998037,153.4316042669825,148.8628392322845,152.4196014404297,14342200,0.0,0
2021-03-11,151.41741127466943,153.42176207072797,150.6805151744408,151.62374877929688,11771500,0.0,0
2021-03-12,154.1193697877402,154.8759206786224,152.36065095496167,153.42176818847656,12849500,0.0,0
2021-03-15,153.61828389953243,154.17831715510957,151.27004219549536,152.6553955078125,12101100,0.0,0
2021-03-16,151.39776426390725,151.8988632327142,149.5309667113132,150.82789611816406,12805600,0.0,0
2021-03-17,152.62592684957892,154.13902867181477,150.37594387021096,152.3802947998047,13952400,0.0,0
2021-03-18,154.84645443010405,158.86499127672377,154.3650102021267,154.89556884765625,21898500,0.0,0
2021-03-19,152.79295874603378,153.2154536783732,148.54844461348793,152.42942810058594,54418800,0.0,0
2021-03-22,150.13030369674206,151.27985982841892,147.97856465840212,148.332275390625,19944800,0.0,0
2021-03-23,147.70345801978573,149.46217680494976,146.35739925696987,146.84866333007812,17076300,0.0,0
2021-03-24,147.37922539406213,150.503657776165,147.2416720500486,147.98838806152344,13079800,0.0,0
2021-03-25,147.37923926510953,150.297349401934,146.72094712878834,149.8846893310547,15608300,0.0,0
2021-03-26,151.60410411908202,152.73400555116717,149.88467977066253,152.3802947998047,16754400,0.0,0
2021-03-29,149.462191976526,151.04406305219436,148.40105967183624,150.0124053955078,17570300,0.0,0
2021-03-30,151.76130505554232,153.1466583567206,151.1914369279401,151.78094482421875,13184300,0.0,0
2021-03-31,150.60190898897164,151.7907746103777,149.46217277198866,149.57025146484375,16736700,0.0,0
2021-04-01,149.24602545244866,151.10300312425034,148.90214958267225,151.0244140625,16561500,0.0,0
2021-04-05,152.59582035810038,153.12951886956526,150.81686553452195,151.82493591308594,13508000,0.9,0
2021-04-06,151.00464711739716,152.47724194418572,150.08552137619026,150.757568359375,13071600,0.0,0
2021-04-07,151.31102580746125,153.41612640917074,150.86627201283542,153.11962890625,16903500,0.0,0
2021-04-08,152.2005108428691,153.69286107215711,150.530256070741,153.3074188232422,12335500,0.0,0
2021-04-09,153.9893634071213,155.2049866793442,153.15918239587106,154.45387268066406,12122400,0.0,0
2021-04-12,153.76204435247462,155.4125285374585,153.75216663178236,154.12771606445312,12273400,0.0,0
2021-04-13,152.94173544295248,153.3864741454287,150.64883756633617,152.28944396972656,16113600,0.0,0
2021-04-14,149.70007170101223,152.03249566441664,149.16637316504819,149.443115234375,19939600,0.0,0
2021-04-15,149.48264349072804,150.42153972300153,147.57520278267168,150.3918914794922,17694100,0.0,0
