Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-20,134.38288438601847,134.78742546949442,130.49742753803832,130.72467041015625,34108800,0.0,0.0
2020-11-23,131.55870188677994,133.66873830777078,130.00302535412524,131.24656677246094,36135600,0.0,0.0
2020-11-24,131.27155506703218,131.4663194654367,128.69956460981686,129.42620849609375,34650000,0.0,0.0
2020-11-25,130.17281759591285,132.54006053162487,130.04796355731307,132.19296264648438,25991600,0.0,0.0
2020-11-27,133.59381021029714,133.91842763551128,131.5512001373066,132.4576416015625,16727600,0.0,0.0
2020-11-30,132.495078618556,133.9683621363876,129.57100725326626,133.85848999023438,28695200,0.0,0.0
2020-12-01,134.76496517939003,135.12954449235875,132.12804825144892,133.74365234375,29694800,0.0,0.0
2020-12-02,133.34911284944332,136.5753369535726,132.18796418897216,135.28684997558594,28336000,0.0,0.0
2020-12-03,135.75643133550963,136.4808047766117,133.1736803772543,133.84310913085938,19952000,0.04,0.0
2020-12-04,134.36762656593746,135.48165891931876,133.7706443851907,135.46417236328125,20224400,0.0,0.0
2020-12-07,135.89380105628683,137.19266961654398,134.88218769764907,135.94876098632812,22324400,0.0,0.0
2020-12-08,135.7314544795918,135.86883143898035,132.69909936070357,133.3834991455078,27192000,0.0,0.0
2020-12-09,132.88895524209858,134.02295944255584,128.57021695639438,129.19467163085938,40130000,0.0,0.0
2020-12-10,128.57768338100166,130.5734375481533,128.38284625679077,129.60928344726562,20776400,0.0,0.0
2020-12-11,129.55933090722414,130.0863668807069,128.11808494861359,130.01893615722656,20926400,0.0,0.0
2020-12-14,130.76578152988264,133.77064885650725,130.66086219015068,132.97134399414062,27015600,0.0,0.0
2020-12-15,134.28022271001922,134.52250377092295,131.75241652670255,133.4884033203125,19301600,0.0,0.0
2020-12-16,134.10788060106196,134.25524335425894,132.00970697479607,132.3094482421875,22311600,0.0,0.0
2020-12-17,133.55084864621216,133.6782398205705,131.66999936763847,133.29608154296875,23138400,0.0,0.0
2020-12-18,133.67322999820928,133.93301284405962,130.59093092495033,132.6041717529297,34206400,0.0,0.0
2020-12-21,130.6333964479019,133.58331924169983,129.56183788872636,133.20614624023438,30233200,0.0,0.0
2020-12-22,133.07627184096503,133.25610744262087,130.4260750103579,132.6666259765625,18558000,0.0,0.0
2020-12-23,132.4443189019049,132.63415553743008,129.9365147450855,129.97897338867188,17914400,0.0,0.0
2020-12-24,130.25874521267593,131.21041352949774,129.27460403304983,129.82412719726562,9788400,0.0,0.0
2020-12-28,130.51100250362424,130.51100250362424,127.52111377772268,128.88742065429688,21256400,0.0,0.0
2020-12-29,129.1372136924921,130.61093267421302,128.31043639646552,129.31954956054688,17037200,0.0,0.0
2020-12-30,129.78912265145988,132.02217264295874,128.85494112121825,131.3427734375,22539600,0.0,0.0
2020-12-31,131.25038753080477,131.39525003936023,129.037308565383,130.43609619140625,19242400,0.0,0.0
2021-01-04,130.92813553283762,136.40584915037027,129.51187684742362,131.0205535888672,56064000,0.0,0.0
2021-01-05,130.8831852059515,134.3176855401599,130.75579402700686,133.93052673339844,32276000,0.0,0.0
2021-01-06,132.10962364896062,132.33441816171728,125.75017239987413,126.03491973876953,58042400,0.0,0.0
2021-01-07,129.56184857295477,133.66076202119547,128.752557818675,133.3235626220703,46148000,0.0,0.0
2021-01-08,133.5084070734673,134.09290334658755,130.30620172917054,132.6516571044922,29252800,0.0,0.0
2021-01-11,134.0704032973727,139.4881720441642,133.50839415453322,136.09613037109375,51834400,0.0,0.0
2021-01-12,137.40498158139755,137.42496839696588,133.33354071270043,134.72982788085938,29147600,0.0,0.0
2021-01-13,134.78225526627816,136.13108310532684,133.73318388643077,135.19940185546875,21002800,0.0,0.0
2021-01-14,135.63154124372494,135.87882282992112,131.6899764289804,131.88731384277344,28312000,0.0,0.0
2021-01-15,132.16455438704605,133.13620931846847,128.37286821735424,128.48277282714844,27778000,0.0,0.0
2021-01-19,130.04890666937783,130.8257244467008,128.32790632375472,130.13882446289062,22618800,0.0,0.0
2021-01-20,131.00307106798974,134.1877894492492,130.45356322995494,133.54086303710938,25857200,0.0,0.0
